"user_id","D","recency","frequency","disc_sens","past_spend","true_cate","observed_profit"
1,0,0.457185033708811,4,0.860717190535766,73.6717015312224,-1,5.65129389159702
2,1,0.419304999755695,2,0.326279328128946,116.453767491639,-1,3.16194707504658
3,1,0.81278027058579,2,0.552798558681732,18.4676841389684,-1,-7.09950570121759
4,1,0.971600230317563,3,0.730427207111543,162.279868694075,7.76512648533851,8.33906154583183
5,1,0.149939847644418,3,0.0631191722629616,22.4221100574664,-1,-5.51509624964488
6,1,0.110708835767582,0,0.791519787581297,30.201431586973,-1,-1.81221172769432
7,1,0.453333430923522,5,0.523498684881672,34.4665333134305,-1,2.25981996732884
8,0,0.839989782776684,3,0.458732211752467,79.2635369230649,4.5047865410296,5.0207596602466
9,0,0.0185845163650811,2,0.323171512866918,137.050923420634,-1,4.14611795167076
10,0,0.97759832511656,4,0.59456865632995,6.43743674451561,6.1348238759594,-3.60468440850338
11,0,0.977252004435286,1,0.422023810783463,31.7860294981054,-1,1.25820975251631
12,0,0.0447556092403829,3,0.463237827438677,128.699204296043,-1,3.14794731109465
13,0,0.722799740266055,1,0.411479649249964,90.2094870228258,-1,7.05365267086164
14,1,0.323423759546131,1,0.822913069100758,103.756984450637,-1,-2.59626334048811
15,0,0.706698562018573,2,0.369458510478079,32.9379345517936,-1,-5.88261596089096
16,1,0.382780184270814,2,0.0953245088777852,117.134673444377,-1,11.0542619084332
17,0,0.842677256092429,1,0.556450054015176,49.7329883616798,-1,-0.781824869999119
18,1,0.878797203768045,3,0.279505468575214,123.284374651538,2.35406562290257,7.102058858221
19,1,0.872013123007491,4,0.265004712309693,117.842669859033,2.18005654771632,11.8025513633075
20,1,0.0253586547914892,5,0.4131150572803,238.027335965688,-1,7.08959785047262
21,0,0.355425391811877,2,0.505172388787942,240.692506687279,-1,4.68509763469694
22,1,0.767666563624516,5,0.710161938993106,40.8042322927595,7.52194326791727,7.59773337998772
23,0,0.109225207706913,3,0.526175649801779,79.7180761469669,-1,2.29167539705976
24,0,0.475242842221633,3,0.689837265689949,12.1971543424565,-1,-4.37274479518908
25,1,0.139874822692946,2,0.254942525533421,112.495492709453,-1,-4.00453131711134
26,0,0.510158791439608,4,0.338705417512719,40.8251959318601,-1,-7.24225396945351
27,0,0.632110994542018,2,0.539427172841119,174.461957770984,-1,-0.597594740190398
28,1,0.662844368489459,1,0.579966263096726,25.0422799928789,-1,-8.81311181607713
29,1,0.799748596968129,3,0.676164570448855,97.2169865543277,7.11397484538627,6.10532974657933
30,1,0.75423796242103,1,0.299911412109822,73.479935225699,-1,-5.15051001144163
31,0,0.338819071184844,7,0.402452441115541,127.101849872677,-1,0.7571848827335
32,0,0.248759294394404,5,0.154579889211564,46.7800256737938,-1,2.89104190288157
33,1,0.589883540291339,3,0.72633166116533,162.034456484871,-1,3.39014558865157
34,0,0.0024587323423475,2,0.387865452129667,53.4009340182451,-1,3.3496621622453
35,1,0.313975929981098,5,0.413870319604547,37.9527808614054,-1,-0.682265450432686
36,1,0.828425136394799,3,0.405713000391763,76.7654189881421,3.86855600470115,-0.79295541993226
37,1,0.414850367931649,6,0.470571608430632,69.1479242303208,-1,4.83688812799059
38,0,0.522918924922124,3,0.371422988070549,94.3167960112469,-1,-10.3630143338203
39,1,0.664902449585497,5,0.622341367575886,90.7529559017022,6.46809641091063,10.3045178791822
40,0,0.577624795725569,2,0.543321603250481,326.506217376074,-1,13.5734032548651
41,1,0.293252240400761,6,0.123656823331149,52.2287800632803,-1,-2.16258855035124
42,1,0.46985415648669,3,0.414072123139042,87.0344744496994,-1,-2.93108142558584
43,1,0.64818438468501,4,0.303872989269748,30.3853049436123,2.64647587123698,-2.84692980979643
44,1,0.0308014720212668,4,0.188400968976397,22.3247692221758,-1,8.6154944177997
45,0,0.486585175618529,7,0.627051451120221,111.344549343347,-1,0.901455165515624
46,1,0.320330187911168,4,0.685827265177501,253.467020380609,-1,0.132276510794004
47,0,0.755365898832679,2,0.31401874831238,19.3040354913143,-1,-4.26092230664258
48,1,0.392637215787545,1,0.928393659766503,83.6976522479534,-1,-4.35886073688042
49,0,0.628017066512257,2,0.130012473590346,22.2913710615841,-1,7.00126352500032
50,1,0.25255522178486,6,0.240928831506726,182.56580476005,-1,6.80119798927904
51,1,0.53521513286978,7,0.481280122936401,29.9662056365234,-1,3.2984905520811
52,0,0.211919971276075,4,0.587495965686101,111.554885385304,-1,13.6579576689033
53,1,0.328579515684396,1,0.581587890621105,68.0072242266238,-1,1.48926054925649
54,1,0.336366212461144,0,0.601663717936772,179.405043961198,-1,-0.224036348540696
55,1,0.829139836831018,5,0.235405216892244,178.031955882304,1.82486260270693,7.38562906484583
56,1,0.621369112748653,3,0.56281883543607,71.6222540446894,5.75382602523283,4.06288862308339
57,1,0.0242833963129669,3,0.814471284571423,76.6808731039321,-1,8.69433431141691
58,1,0.447562352754176,5,0.191151318178464,45.5295800138854,-1,-2.8478730972024
59,1,0.495655552949756,1,0.285772132752812,103.294163650627,-1,0.96978154131774
60,0,0.0196255245245993,2,0.58199288731157,73.1191493948478,-1,8.78515854419642
61,1,0.817616992397234,3,0.241388323151098,25.0782815477249,1.89665987781317,-1.69907052345978
62,0,0.0540519831702113,4,0.399734507490902,114.580935105622,-1,0.173739637556011
63,0,0.466042552376166,5,0.908674060742686,49.8981332598223,-1,-6.97185327002804
64,0,0.822059059748426,1,0.395065874296976,22.8018855958519,-1,-1.61998980386358
65,1,0.80496329953894,3,0.326544744211025,257.659908948207,2.9185369305323,8.27642412157593
66,1,0.756130458321422,1,0.836431343051898,114.715585130989,-1,7.0415098884807
67,1,0.137039476074278,2,0.294793412921669,37.6484633381777,-1,-0.847792765263786
68,1,0.514295816188678,4,0.0448006436933738,196.206954915198,-1,2.80978824424111
69,0,0.918789845891297,2,0.230390746120269,146.160357450205,-1,3.78198181948095
70,1,0.0605586031451821,3,0.39354461872671,2.37102363436272,-1,2.16475813940729
71,1,0.506384559208527,2,0.666147415498868,27.061340713036,-1,-9.07399692580296
72,1,0.277469705790281,5,0.507292546996033,182.097843551229,-1,2.95623793177027
73,0,0.159325472312048,3,0.289661694225762,93.9866165161213,-1,0.368966511364222
74,0,0.724231929052621,4,0.129488006044385,17.4728227354878,0.553856072532614,1.94170199471546
75,0,0.478295541368425,1,0.660126724068601,19.2246071091035,-1,0.464745209112126
76,1,0.820657000411302,4,0.775958603245827,121.542396499783,8.31150323894993,20.687790574464
77,1,0.407548253424466,1,0.604182094219524,115.048229330405,-1,-1.00676240090656
78,1,0.353212729794905,6,0.576092640372731,57.9699763574523,-1,-1.43935129622989
79,0,0.319644496776164,2,0.426577788617451,47.1130198604308,-1,1.06252421770221
80,1,0.386971926316619,1,0.364043780405735,140.743502217356,-1,8.68640746130185
81,1,0.89178824541159,5,0.343003825644517,78.7585483658645,3.11604590773421,5.82176295441617
82,0,0.798339400440454,3,0.562638467883225,129.341315610476,5.7516616145987,13.4008333870153
83,1,0.276825023116544,1,0.488046876423782,168.456636286532,-1,-1.61534866719696
