user_id,shopping_intent,true_effect,treatment_propensity
1,-0.10752805936002421,0.9120183082334673,0.4124878157492983
2,0.8881883422408859,1.093862608564788,0.8569381680290251
3,-1.0366914312432876,1.3053096547914336,0.47106260189140897
4,-0.11724378278342734,0,0.39362610628040406
5,-2.08390247793599,1.6776648299743901,0.11973335655526562
6,2.0000394778255774,1.463234906490554,0.9335211779091367
7,0.5911789450712472,1.5607133089313947,0.763626144049829
8,0.543765466154963,0,0.6680481920200555
9,1.0055221569525223,0.9425357842697737,0.8100011157917799
10,1.1359589233919953,1.0887474010570775,0.7532224319149381
11,-0.37071369798437115,1.6451010360309728,0.4735629858559437
12,-1.2306590249618943,0,0.09650941286645327
13,-1.0808819257729831,1.217636955005662,0.24826144497875155
14,0.3374495875466365,1.7579900023190724,0.5997521606673328
15,0.8407235851268469,1.6813343500725209,0.6116618477005922
16,-0.4156882613093438,2.0810792917088783,0.32939027331546455
17,0.22724539888144868,1.6716376468290914,0.641538794740954
18,-0.48461163633559756,0,0.2886662847546775
19,-0.21508540712796426,1.2626963541519647,0.49140133358827226
20,0.42588026758862424,1.7231750844632843,0.6485201628532025
21,-0.5439084392148531,1.420363900743451,0.5412878902619134
22,0.3804232796101029,1.3796273013340463,0.7566847068833977
23,-0.033632325483258334,1.4034290735709394,0.5436688357170352
24,0.6914732147996724,2.054131067974942,0.7176058042052728
25,0.3266060390671888,0,0.48579772224848217
26,0.08838619522805444,1.6962768648345417,0.5975516481589441
27,-0.4438389364828378,1.4642559884417337,0.3161602569423927
28,0.9507716273844321,1.487080231659694,0.8138680708513079
29,-1.9723751620329164,0,0.057656303709382364
30,-0.010890132197645376,1.2023671548235424,0.5876908159932247
31,0.9063209199758853,1.6023351574108655,0.836536659531839
32,-0.08522173791979117,0.9851802712504788,0.5699638621799017
33,0.8594842741592665,0,0.45814556147795804
34,-1.093717360308324,1.3896291488608639,0.23532249083125323
35,1.3969775687050054,0,0.7851060002862295
36,0.016004404435848895,1.4188525615479848,0.4896662743233621
37,-0.9972339984663473,0,0.15916253413530285
38,-0.05443187749181543,0,0.37835577604619874
39,-0.2338563480182498,0,0.5206851205257796
40,-0.4686931310832873,0,0.1614689309590965
41,1.2360943370733453,0,0.7533901557480058
42,-0.5922995039475505,1.3347450633212041,0.23968539341914877
43,0.8166584953241587,1.7169895570690954,0.7546932817322944
44,-0.6454048658630054,0,0.15115874988206712
45,0.5921791341516462,1.5286180473227247,0.8015314720163299
46,-1.4027648631779273,1.4800101748239325,0.16926347995406177
47,-0.8350625735888672,1.7721298539250525,0.28991420009004476
48,-0.5452711543148339,0,0.18424912822589723
49,-0.5326192924391694,0,0.24493423087821034
50,-1.718751768849456,0,0.08982873155693599
51,0.38057732635182284,1.7076031547159185,0.7249677457148543
52,1.6433896789370495,0,0.8720211146996131
53,-0.5306628467402305,0,0.34246734394012623
54,-1.5645673101673134,1.4161075372183742,0.13283713602333466
55,-0.07517391247205,0,0.42225392026411607
56,0.43157705870979163,1.3150418923282396,0.6694002125288406
57,-1.1184901399301324,0,0.09746008615020112
